initial-runs_100_4xgapbs,4xgapbs100_,,1199490085
initial-runs_10_4xgapbs,4xgapbs_10_,,1203740146
initial-runs_20_4xgapbs,4xgapbs_20_,,1203270083
initial-runs_25_4xgapbs,4xgapbs_25_,,1203280094
initial-runs_30_4xgapbs,4xgapbs_30_,,1201600089
initial-runs_40_4xgapbs,4xgapbs_40_,,1201580089
initial-runs_50_4xgapbs,4xgapbs_50_,,1201560087
initial-runs_60_4xgapbs,4xgapbs_60_,,1201570086
initial-runs_70_4xgapbs,4xgapbs_70_,,1201600089
initial-runs_75_4xgapbs,4xgapbs_75_,,1201490096
initial-runs_80_4xgapbs,4xgapbs_80_,,4721405007
initial-runs_90_4xgapbs,4xgapbs_90_,,1201750092
initial-runs_0_4xgapbs,4xgapbss_0_,,1201600084
initial-runs_100_502_gcc_r,502_gcc_r100_,,609621825
initial-runs_10_502_gcc_r,502_gcc_r_10_,,1205260624
initial-runs_20_502_gcc_r,502_gcc_r_20_,,968010325
initial-runs_25_502_gcc_r,502_gcc_r_25_,,966711556
initial-runs_30_502_gcc_r,502_gcc_r_30_,,965601428
initial-runs_40_502_gcc_r,502_gcc_r_40_,,783330441
initial-runs_50_502_gcc_r,502_gcc_r_50_,,784050560
initial-runs_60_502_gcc_r,502_gcc_r_60_,,785120506
initial-runs_70_502_gcc_r,502_gcc_r_70_,,778350888
initial-runs_75_502_gcc_r,502_gcc_r_75_,,683460821
initial-runs_80_502_gcc_r,502_gcc_r_80_,,682571784
initial-runs_90_502_gcc_r,502_gcc_r_90_,,717330458
initial-runs_0_502_gcc_r,502_gcc_rs_0_,,636780384
initial-runs_100_502xleela,502xleela100_,,608930801
initial-runs_10_502xleela,502xleela_10_,,1203920265
initial-runs_20_502xleela,502xleela_20_,,968220754
initial-runs_25_502xleela,502xleela_25_,,967640309
initial-runs_30_502xleela,502xleela_30_,,966310339
initial-runs_40_502xleela,502xleela_40_,,783350451
initial-runs_50_502xleela,502xleela_50_,,784860376
initial-runs_60_502xleela,502xleela_60_,,784130582
initial-runs_70_502xleela,502xleela_70_,,779980462
initial-runs_75_502xleela,502xleela_75_,,684111711
initial-runs_80_502xleela,502xleela_80_,,684760549
initial-runs_90_502xleela,502xleela_90_,,717420506
initial-runs_0_502xleela,502xleelas_0_,,636660465
initial-runs_100_527_cam4_r,527_cam4_r100_,,609950397
initial-runs_10_527_cam4_r,527_cam4_r_10_,,1202010310
initial-runs_20_527_cam4_r,527_cam4_r_20_,,967350358
initial-runs_25_527_cam4_r,527_cam4_r_25_,,966160672
initial-runs_30_527_cam4_r,527_cam4_r_30_,,967280428
initial-runs_40_527_cam4_r,527_cam4_r_40_,,783690666
initial-runs_50_527_cam4_r,527_cam4_r_50_,,784250431
initial-runs_60_527_cam4_r,527_cam4_r_60_,,784180429
initial-runs_70_527_cam4_r,527_cam4_r_70_,,777910690
initial-runs_75_527_cam4_r,527_cam4_r_75_,,684581648
initial-runs_80_527_cam4_r,527_cam4_r_80_,,683590429
initial-runs_90_527_cam4_r,527_cam4_r_90_,,716680483
initial-runs_0_527_cam4_r,527_cam4_rs_0_,,636710765
initial-runs_100_527xleela,527xleela100_,,608770422
initial-runs_10_527xleela,527xleela_10_,,1204230319
initial-runs_20_527xleela,527xleela_20_,,965370340
initial-runs_25_527xleela,527xleela_25_,,966480404
initial-runs_30_527xleela,527xleela_30_,,967810276
initial-runs_40_527xleela,527xleela_40_,,783220888
initial-runs_50_527xleela,527xleela_50_,,784490451
initial-runs_60_527xleela,527xleela_60_,,784350610
initial-runs_70_527xleela,527xleela_70_,,780020497
initial-runs_75_527xleela,527xleela_75_,,684650740
initial-runs_80_527xleela,527xleela_80_,,683520463
initial-runs_90_527xleela,527xleela_90_,,716330392
initial-runs_0_527xleela,527xleelas_0_,,636740460
initial-runs_100_541_leela_r,541_leela_r100_,,609400425
initial-runs_10_541_leela_r,541_leela_r_10_,,1203570288
initial-runs_20_541_leela_r,541_leela_r_20_,,966510332
initial-runs_25_541_leela_r,541_leela_r_25_,,967041696
initial-runs_30_541_leela_r,541_leela_r_30_,,966580353
initial-runs_40_541_leela_r,541_leela_r_40_,,782890618
initial-runs_50_541_leela_r,541_leela_r_50_,,784650505
initial-runs_60_541_leela_r,541_leela_r_60_,,783810513
initial-runs_70_541_leela_r,541_leela_r_70_,,777370340
initial-runs_75_541_leela_r,541_leela_r_75_,,684651540
initial-runs_80_541_leela_r,541_leela_r_80_,,682901581
initial-runs_90_541_leela_r,541_leela_r_90_,,717300553
initial-runs_0_541_leela_r,541_leela_rs_0_,,636680711
initial-runs_100_557_xz_r,557_xz_r100_,,609740430
initial-runs_10_557_xz_r,557_xz_r_10_,,1204110490
initial-runs_20_557_xz_r,557_xz_r_20_,,966590218
initial-runs_25_557_xz_r,557_xz_r_25_,,967660490
initial-runs_30_557_xz_r,557_xz_r_30_,,966090576
initial-runs_40_557_xz_r,557_xz_r_40_,,784890432
initial-runs_50_557_xz_r,557_xz_r_50_,,784350442
initial-runs_60_557_xz_r,557_xz_r_60_,,784290403
initial-runs_70_557_xz_r,557_xz_r_70_,,779080335
initial-runs_75_557_xz_r,557_xz_r_75_,,684672031
initial-runs_80_557_xz_r,557_xz_r_80_,,684341903
initial-runs_90_557_xz_r,557_xz_r_90_,,717730591
initial-runs_0_557_xz_r,557_xz_rs_0_,,636710619
initial-runs_100_557xleela,557xleela100_,,608710703
initial-runs_10_557xleela,557xleela_10_,,1203980291
initial-runs_20_557xleela,557xleela_20_,,966600497
initial-runs_25_557xleela,557xleela_25_,,967620395
initial-runs_30_557xleela,557xleela_30_,,966620489
initial-runs_40_557xleela,557xleela_40_,,784380356
initial-runs_50_557xleela,557xleela_50_,,783680741
initial-runs_60_557xleela,557xleela_60_,,784310617
initial-runs_70_557xleela,557xleela_70_,,779730604
initial-runs_75_557xleela,557xleela_75_,,683220443
initial-runs_80_557xleela,557xleela_80_,,683350377
initial-runs_90_557xleela,557xleela_90_,,717700442
initial-runs_0_557xleela,557xleelas_0_,,636630480
initial-runs_100_gapbs_all_cores,gapbs_all_cores100_,,4708850082
initial-runs_10_gapbs_all_cores,gapbs_all_cores_10_,,4739880042
initial-runs_20_gapbs_all_cores,gapbs_all_cores_20_,,4715290082
initial-runs_25_gapbs_all_cores,gapbs_all_cores_25_,,4715290085
initial-runs_30_gapbs_all_cores,gapbs_all_cores_30_,,4715070044
initial-runs_40_gapbs_all_cores,gapbs_all_cores_40_,,4714840083
initial-runs_50_gapbs_all_cores,gapbs_all_cores_50_,,4714950083
initial-runs_60_gapbs_all_cores,gapbs_all_cores_60_,,4714950083
initial-runs_70_gapbs_all_cores,gapbs_all_cores_70_,,4714990169
initial-runs_75_gapbs_all_cores,gapbs_all_cores_75_,,4714920085
initial-runs_80_gapbs_all_cores,gapbs_all_cores_80_,,1644170086
initial-runs_90_gapbs_all_cores,gapbs_all_cores_90_,,4715680083
initial-runs_0_gapbs_all_cores,gapbs_all_coress_0_,,4715210085
